Gene stable ID	Gene stable ID version	Gene name	Human gene stable ID	Human gene name
ENSMUSG00000119497	ENSMUSG00000119497.1	AC221015.30	ENSG00000275529	SNORD116-4
ENSMUSG00000119497	ENSMUSG00000119497.1	AC221015.30	ENSG00000206727	SNORD116-9
ENSMUSG00000119497	ENSMUSG00000119497.1	AC221015.30	ENSG00000207093	SNORD116-8
ENSMUSG00000119497	ENSMUSG00000119497.1	AC221015.30	ENSG00000207001	SNORD116-2
ENSMUSG00000119497	ENSMUSG00000119497.1	AC221015.30	ENSG00000207063	SNORD116-1
ENSMUSG00000119497	ENSMUSG00000119497.1	AC221015.30	ENSG00000207191	SNORD116-5
ENSMUSG00000119497	ENSMUSG00000119497.1	AC221015.30	ENSG00000207133	SNORD116-7
ENSMUSG00000119326	ENSMUSG00000119326.1	AC172750.13	ENSG00000207014	SNORD116-3
ENSMUSG00000119326	ENSMUSG00000119326.1	AC172750.13	ENSG00000207442	SNORD116-6
ENSMUSG00000119326	ENSMUSG00000119326.1	AC172750.13	ENSG00000275529	SNORD116-4
ENSMUSG00000119326	ENSMUSG00000119326.1	AC172750.13	ENSG00000206727	SNORD116-9
ENSMUSG00000119326	ENSMUSG00000119326.1	AC172750.13	ENSG00000207093	SNORD116-8
ENSMUSG00000119326	ENSMUSG00000119326.1	AC172750.13	ENSG00000207001	SNORD116-2
ENSMUSG00000119326	ENSMUSG00000119326.1	AC172750.13	ENSG00000207063	SNORD116-1
ENSMUSG00000119326	ENSMUSG00000119326.1	AC172750.13	ENSG00000207191	SNORD116-5
ENSMUSG00000119326	ENSMUSG00000119326.1	AC172750.13	ENSG00000207133	SNORD116-7
ENSMUSG00000046916	ENSMUSG00000046916.10	Myct1	ENSG00000120279	MYCT1
ENSMUSG00000076972	ENSMUSG00000076972.4	Mir193b	ENSG00000207639	MIR193B
ENSMUSG00000065449	ENSMUSG00000065449.3	Mir365-1	ENSG00000199130	MIR365A
ENSMUSG00000019772	ENSMUSG00000019772.6	Vip	ENSG00000146469	VIP
ENSMUSG00000022685	ENSMUSG00000022685.10	Parn	ENSG00000140694	PARN
ENSMUSG00000047565	ENSMUSG00000047565.6	Acot10	ENSG00000123130	ACOT9
ENSMUSG00000064609	ENSMUSG00000064609.3	Gm25635	ENSG00000222370	SNORA36B
ENSMUSG00000064609	ENSMUSG00000064609.3	Gm25635	ENSG00000206731	AC074091.1
ENSMUSG00000019773	ENSMUSG00000019773.8	Fbxo5	ENSG00000112029	FBXO5
ENSMUSG00000021747	ENSMUSG00000021747.13	Cfap20dc	ENSG00000163689	CFAP20DC
ENSMUSG00000040420	ENSMUSG00000040420.16	Cdh18	ENSG00000145526	CDH18
ENSMUSG00000024271	ENSMUSG00000024271.9	Elp2	ENSG00000134759	ELP2
ENSMUSG00000031503	ENSMUSG00000031503.14	Col4a2	ENSG00000134871	COL4A2
ENSMUSG00000019774	ENSMUSG00000019774.9	Mtrf1l	ENSG00000112031	MTRF1L
ENSMUSG00000023806	ENSMUSG00000023806.11	Rsph3b	ENSG00000130363	RSPH3
ENSMUSG00000019775	ENSMUSG00000019775.18	Rgs17	ENSG00000091844	RGS17
ENSMUSG00000052031	ENSMUSG00000052031.9	Tagap1	ENSG00000164691	TAGAP
ENSMUSG00000047658	ENSMUSG00000047658.7	Gal3st3	ENSG00000175229	GAL3ST3
ENSMUSG00000046351	ENSMUSG00000046351.12	Zfp322a	ENSG00000181315	ZNF322
ENSMUSG00000021749	ENSMUSG00000021749.7	Oit1	ENSG00000198643	FAM3D
ENSMUSG00000094724	ENSMUSG00000094724.9	Rnaset2b	ENSG00000026297	RNASET2
ENSMUSG00000094724	ENSMUSG00000094724.9	Rnaset2b	ENSG00000249141	AL159163.1
ENSMUSG00000022684	ENSMUSG00000022684.16	Bfar	ENSG00000103429	BFAR
ENSMUSG00000038498	ENSMUSG00000038498.5	Catsper1	ENSG00000175294	CATSPER1
ENSMUSG00000031007	ENSMUSG00000031007.3	Atp6ap2	ENSG00000182220	ATP6AP2
ENSMUSG00000021750	ENSMUSG00000021750.17	Fam107a	ENSG00000168309	FAM107A
ENSMUSG00000061458	ENSMUSG00000061458.10	Nol10	ENSG00000115761	NOL10
ENSMUSG00000000766	ENSMUSG00000000766.19	Oprm1	ENSG00000112038	OPRM1
ENSMUSG00000024846	ENSMUSG00000024846.7	Cst6	ENSG00000175315	CST6
ENSMUSG00000116876	ENSMUSG00000116876.2	Gm49721	ENSG00000026297	RNASET2
ENSMUSG00000116876	ENSMUSG00000116876.2	Gm49721	ENSG00000249141	AL159163.1
ENSMUSG00000021751	ENSMUSG00000021751.14	Acox2	ENSG00000168306	ACOX2
ENSMUSG00000036376	ENSMUSG00000036376.4	Abt1	ENSG00000146109	ABT1
ENSMUSG00000045763	ENSMUSG00000045763.9	Basp1	ENSG00000176788	BASP1
ENSMUSG00000024844	ENSMUSG00000024844.16	Banf1	ENSG00000175334	BANF1
ENSMUSG00000044148	ENSMUSG00000044148.7	1810030O07Rik	ENSG00000185753	CXorf38
ENSMUSG00000023809	ENSMUSG00000023809.11	Rps6ka2	ENSG00000071242	RPS6KA2
ENSMUSG00000000706	ENSMUSG00000000706.17	Btn1a1	ENSG00000124557	BTN1A1
ENSMUSG00000079737	ENSMUSG00000079737.5	3110001I22Rik	ENSG00000134283	PPHLN1
ENSMUSG00000022683	ENSMUSG00000022683.14	Pla2g10	ENSG00000069764	PLA2G10
ENSMUSG00000031504	ENSMUSG00000031504.7	Rab20	ENSG00000139832	RAB20
ENSMUSG00000024841	ENSMUSG00000024841.9	Eif1ad	ENSG00000175376	EIF1AD
ENSMUSG00000022272	ENSMUSG00000022272.18	Myo10	ENSG00000145555	MYO10
ENSMUSG00000039616	ENSMUSG00000039616.11	Mocos	ENSG00000075643	MOCOS
ENSMUSG00000064127	ENSMUSG00000064127.14	Med14	ENSG00000180182	MED14
ENSMUSG00000031505	ENSMUSG00000031505.12	Naxd	ENSG00000213995	NAXD
ENSMUSG00000039148	ENSMUSG00000039148.6	Sart1	ENSG00000175467	SART1
ENSMUSG00000022682	ENSMUSG00000022682.9	Rrn3	ENSG00000085721	RRN3
ENSMUSG00000053216	ENSMUSG00000053216.16	Btn2a2	ENSG00000124508	BTN2A2
ENSMUSG00000023964	ENSMUSG00000023964.16	Calcr	ENSG00000004948	CALCR
ENSMUSG00000011179	ENSMUSG00000011179.9	Odc1	ENSG00000115758	ODC1
ENSMUSG00000021752	ENSMUSG00000021752.15	Kctd6	ENSG00000168301	KCTD6
ENSMUSG00001118666	ENSMUSG00001118666.1	AL845505.1	ENSG00000252015	RNU6-904P
ENSMUSG00000034295	ENSMUSG00000034295.11	Fhod3	ENSG00000134775	FHOD3
ENSMUSG00000071322	ENSMUSG00000071322.13	Tcp10a	ENSG00000242220	TCP10L
ENSMUSG00000071322	ENSMUSG00000071322.13	Tcp10a	ENSG00000166984	TCP10L2
ENSMUSG00000021748	ENSMUSG00000021748.10	Pdhb	ENSG00000168291	PDHB
ENSMUSG00000022681	ENSMUSG00000022681.16	Ntan1	ENSG00000157045	NTAN1
ENSMUSG00000064666	ENSMUSG00000064666.3	Snora52	ENSG00000199785	SNORA52
ENSMUSG00000099517	ENSMUSG00000099517.3	H3c8	ENSG00000273983	H3C8
ENSMUSG00000033885	ENSMUSG00000033885.16	Pxk	ENSG00000168297	PXK
ENSMUSG00000039330	ENSMUSG00000039330.6	Tsga10ip	ENSG00000175513	TSGA10IP
ENSMUSG00000070107	ENSMUSG00000070107.2	Mir489	ENSG00000207656	MIR489
ENSMUSG00000084644	ENSMUSG00000084644.3	Gm24379	ENSG00000253088	Y_RNA
ENSMUSG00000029664	ENSMUSG00000029664.11	Tfpi2	ENSG00000105825	TFPI2
ENSMUSG00000052565	ENSMUSG00000052565.8	H1f3	ENSG00000124575	H1-3
ENSMUSG00000071379	ENSMUSG00000071379.3	Hpcal1	ENSG00000115756	HPCAL1
ENSMUSG00000119013	ENSMUSG00000119013.1	AC155819.1	ENSG00000202337	RNU6-8
ENSMUSG00000119013	ENSMUSG00000119013.1	AC155819.1	ENSG00000201654	RNU6-7
ENSMUSG00000058385	ENSMUSG00000058385.9	H2bc8	ENSG00000277224	H2BC7
ENSMUSG00000069268	ENSMUSG00000069268.5	H2bc7	ENSG00000185130	H2BC13
ENSMUSG00000029663	ENSMUSG00000029663.11	Gngt1	ENSG00000127928	GNGT1
ENSMUSG00000024914	ENSMUSG00000024914.17	Drap1	ENSG00000175550	DRAP1
ENSMUSG00000022680	ENSMUSG00000022680.15	Pdxdc1	ENSG00000179889	PDXDC1
ENSMUSG00000079722	ENSMUSG00000079722.3	Ttll2	ENSG00000120440	TTLL2
ENSMUSG00000032766	ENSMUSG00000032766.10	Gng11	ENSG00000127920	GNG11
ENSMUSG00000056228	ENSMUSG00000056228.11	Cars2	ENSG00000134905	CARS2
ENSMUSG00000116672	ENSMUSG00000116672.2	Gm49630	ENSG00000112494	UNC93A
ENSMUSG00000051627	ENSMUSG00000051627.4	H1f4	ENSG00000168298	H1-4
ENSMUSG00000056133	ENSMUSG00000056133.6	Unc93a2	ENSG00000112494	UNC93A
ENSMUSG00000036211	ENSMUSG00000036211.5	H1f6	ENSG00000187475	H1-6
ENSMUSG00000060678	ENSMUSG00000060678.6	H4c3	ENSG00000278705	H4C2
ENSMUSG00000065738	ENSMUSG00000065738.3	Gm24494	ENSG00000207241	SNORD45A
ENSMUSG00000006611	ENSMUSG00000006611.16	Hfe	ENSG00000010704	HFE
ENSMUSG00000064460	ENSMUSG00000064460.3	Gm25080	ENSG00000199562	RNU6-37P
ENSMUSG00000071984	ENSMUSG00000071984.12	Fndc1	ENSG00000164694	FNDC1
ENSMUSG00000031010	ENSMUSG00000031010.18	Usp9x	ENSG00000124486	USP9X
ENSMUSG00000022270	ENSMUSG00000022270.17	Retreg1	ENSG00000154153	RETREG1
ENSMUSG00000029661	ENSMUSG00000029661.17	Col1a2	ENSG00000164692	COL1A2
ENSMUSG00000047423	ENSMUSG00000047423.11	AI837181	ENSG00000175573	C11orf68
ENSMUSG00000036181	ENSMUSG00000036181.3	H1f2	ENSG00000187837	H1-2
ENSMUSG00000024912	ENSMUSG00000024912.7	Fosl1	ENSG00000175592	FOSL1
ENSMUSG00000119158	ENSMUSG00000119158.1	AC101984.1	ENSG00000212181	AC019070.1
ENSMUSG00000119158	ENSMUSG00000119158.1	AC101984.1	ENSG00000212214	SNORA48B
ENSMUSG00000119158	ENSMUSG00000119158.1	AC101984.1	ENSG00000209582	SNORA48
ENSMUSG00000119158	ENSMUSG00000119158.1	AC101984.1	ENSG00000212458	AC092535.1
ENSMUSG00000119158	ENSMUSG00000119158.1	AC101984.1	ENSG00000212228	AC009121.1
ENSMUSG00000119158	ENSMUSG00000119158.1	AC101984.1	ENSG00000212626	AP005270.1
ENSMUSG00000075031	ENSMUSG00000075031.5	H2bc3	ENSG00000273703	H2BC14
ENSMUSG00000064065	ENSMUSG00000064065.16	Ipcef1	ENSG00000074706	IPCEF1
ENSMUSG00000095098	ENSMUSG00000095098.3	Ccdc85b	ENSG00000175602	CCDC85B
ENSMUSG00000045969	ENSMUSG00000045969.9	Ing1	ENSG00000153487	ING1
ENSMUSG00000024911	ENSMUSG00000024911.8	Fibp	ENSG00000172500	FIBP
ENSMUSG00000033450	ENSMUSG00000033450.9	Tagap	ENSG00000164691	TAGAP
ENSMUSG00000060093	ENSMUSG00000060093.7	H4c1	ENSG00000197238	H4C11
ENSMUSG00000069265	ENSMUSG00000069265.3	H3c1	ENSG00000277775	H3C7
ENSMUSG00000049539	ENSMUSG00000049539.4	H1f1	ENSG00000124610	H1-1
ENSMUSG00000024269	ENSMUSG00000024269.12	Tpgs2	ENSG00000134779	TPGS2
ENSMUSG00000064140	ENSMUSG00000064140.4	Trim38	ENSG00000112343	TRIM38
ENSMUSG00000031508	ENSMUSG00000031508.15	Ankrd10	ENSG00000088448	ANKRD10
ENSMUSG00000073471	ENSMUSG00000073471.4	Rsph3a	ENSG00000130363	RSPH3
ENSMUSG00000036110	ENSMUSG00000036110.15	Slc17a2	ENSG00000112337	SLC17A2
ENSMUSG00000052253	ENSMUSG00000052253.7	Zfp622	ENSG00000173545	ZNF622
ENSMUSG00000033632	ENSMUSG00000033632.17	AW554918	ENSG00000150477	KIAA1328
ENSMUSG00000023156	ENSMUSG00000023156.5	Rpp14	ENSG00000255154	HTD2
ENSMUSG00000022269	ENSMUSG00000022269.14	Marchf11	ENSG00000183654	MARCHF11
ENSMUSG00000024910	ENSMUSG00000024910.6	Ctsw	ENSG00000172543	CTSW
ENSMUSG00000015202	ENSMUSG00000015202.14	Cnksr3	ENSG00000288520	AL357075.4
ENSMUSG00000015202	ENSMUSG00000015202.14	Cnksr3	ENSG00000153721	CNKSR3
ENSMUSG00000025277	ENSMUSG00000025277.15	Abhd6	ENSG00000163686	ABHD6
ENSMUSG00000043556	ENSMUSG00000043556.11	Fbxl7	ENSG00000183580	FBXL7
ENSMUSG00000036083	ENSMUSG00000036083.16	Slc17a3	ENSG00000124564	SLC17A3
ENSMUSG00000022679	ENSMUSG00000022679.14	Mpv17l	ENSG00000261130	AC140504.1
ENSMUSG00000022679	ENSMUSG00000022679.14	Mpv17l	ENSG00000156968	MPV17L
ENSMUSG00000116988	ENSMUSG00000116988.2	Gm49673	ENSG00000026297	RNASET2
ENSMUSG00000116988	ENSMUSG00000116988.2	Gm49673	ENSG00000249141	AL159163.1
ENSMUSG00000000787	ENSMUSG00000000787.13	Ddx3x	ENSG00000215301	DDX3X
ENSMUSG00000095687	ENSMUSG00000095687.3	Rnaset2a	ENSG00000026297	RNASET2
ENSMUSG00000095687	ENSMUSG00000095687.3	Rnaset2a	ENSG00000249141	AL159163.1
ENSMUSG00000024268	ENSMUSG00000024268.17	Celf4	ENSG00000101489	CELF4
ENSMUSG00000077413	ENSMUSG00000077413.3	Gm23389	ENSG00000277846	SNORD30
ENSMUSG00000022265	ENSMUSG00000022265.8	Ank	ENSG00000154122	ANKH
ENSMUSG00000024909	ENSMUSG00000024909.16	Efemp2	ENSG00000172638	EFEMP2
ENSMUSG00000025279	ENSMUSG00000025279.8	Dnase1l3	ENSG00000163687	DNASE1L3
ENSMUSG00000031511	ENSMUSG00000031511.17	Arhgef7	ENSG00000102606	ARHGEF7
ENSMUSG00000065968	ENSMUSG00000065968.9	Ifitm7	ENSG00000288681	AC136475.9
ENSMUSG00000065968	ENSMUSG00000065968.9	Ifitm7	ENSG00000142089	IFITM3
ENSMUSG00000044117	ENSMUSG00000044117.13	Bmerb1	ENSG00000166780	BMERB1
ENSMUSG00000025278	ENSMUSG00000025278.10	Flnb	ENSG00000136068	FLNB
ENSMUSG00000046034	ENSMUSG00000046034.9	Otulin	ENSG00000154124	OTULIN
ENSMUSG00000069135	ENSMUSG00000069135.12	Cep43	ENSG00000213066	CEP43
ENSMUSG00000019796	ENSMUSG00000019796.13	Lrp11	ENSG00000120256	LRP11
ENSMUSG00000021335	ENSMUSG00000021335.14	Slc17a1	ENSG00000124568	SLC17A1
ENSMUSG00000051228	ENSMUSG00000051228.6	Nyx	ENSG00000188937	NYX
ENSMUSG00000056069	ENSMUSG00000056069.11	Otulinl	ENSG00000145569	OTULINL
ENSMUSG00000060657	ENSMUSG00000060657.9	Marf1	ENSG00000166783	MARF1
ENSMUSG00000031012	ENSMUSG00000031012.18	Cask	ENSG00000147044	CASK
ENSMUSG00000019795	ENSMUSG00000019795.18	Pcmt1	ENSG00000120265	PCMT1
ENSMUSG00000052632	ENSMUSG00000052632.17	Asap2	ENSG00000151693	ASAP2
ENSMUSG00000021336	ENSMUSG00000021336.18	Slc17a4	ENSG00000146039	SLC17A4
ENSMUSG00000024906	ENSMUSG00000024906.11	Mus81	ENSG00000172732	MUS81
ENSMUSG00000022263	ENSMUSG00000022263.11	Trio	ENSG00000038382	TRIO
ENSMUSG00000070074	ENSMUSG00000070074.3	Mir484	ENSG00000283736	MIR484
ENSMUSG00000022678	ENSMUSG00000022678.17	Nde1	ENSG00000072864	NDE1
ENSMUSG00000040034	ENSMUSG00000040034.16	Nup43	ENSG00000120253	NUP43
ENSMUSG00000088776	ENSMUSG00000088776.3	Gm26038	ENSG00000251958	RNU6-1102P
ENSMUSG00000050799	ENSMUSG00000050799.4	H2bc1	ENSG00000146047	H2BC1
ENSMUSG00000040899	ENSMUSG00000040899.15	Ccr6	ENSG00000112486	CCR6
ENSMUSG00000060081	ENSMUSG00000060081.2	H2ac1	ENSG00000164508	H2AC1
ENSMUSG00000021337	ENSMUSG00000021337.9	Scgn	ENSG00000079689	SCGN
ENSMUSG00000040021	ENSMUSG00000040021.14	Lats1	ENSG00000131023	LATS1
ENSMUSG00000023861	ENSMUSG00000023861.18	Mpc1	ENSG00000060762	MPC1
ENSMUSG00000033628	ENSMUSG00000033628.16	Pik3c3	ENSG00000078142	PIK3C3
ENSMUSG00000021338	ENSMUSG00000021338.18	Carmil1	ENSG00000079691	CARMIL1
ENSMUSG00000019794	ENSMUSG00000019794.14	Katna1	ENSG00000186625	KATNA1
ENSMUSG00000056201	ENSMUSG00000056201.9	Cfl1	ENSG00000172757	CFL1
ENSMUSG00000073468	ENSMUSG00000073468.13	Sft2d1	ENSG00000198818	SFT2D1
ENSMUSG00000056185	ENSMUSG00000056185.6	Snx32	ENSG00000172803	SNX32
ENSMUSG00000040006	ENSMUSG00000040006.14	Ginm1	ENSG00000055211	GINM1
ENSMUSG00000018830	ENSMUSG00000018830.11	Myh11	ENSG00000133392	MYH11
ENSMUSG00000031512	ENSMUSG00000031512.16	Tex29	ENSG00000153495	TEX29
ENSMUSG00000040229	ENSMUSG00000040229.12	Gpr34	ENSG00000171659	GPR34
ENSMUSG00000055945	ENSMUSG00000055945.9	Prr18	ENSG00000176381	PRR18
ENSMUSG00000100937	ENSMUSG00000100937.2	Nscme3l	ENSG00000185115	NSMCE3
ENSMUSG00000088712	ENSMUSG00000088712.3	Gm22728	ENSG00000251869	SCARNA23
ENSMUSG00000047678	ENSMUSG00000047678.2	Gpr82	ENSG00000171657	GPR82
ENSMUSG00000088410	ENSMUSG00000088410.3	Gm24240	ENSG00000252238	AC092169.1
ENSMUSG00000088410	ENSMUSG00000088410.3	Gm24240	ENSG00000252349	AC005722.2
ENSMUSG00000088410	ENSMUSG00000088410.3	Gm24240	ENSG00000199477	SNORA31
ENSMUSG00000015757	ENSMUSG00000015757.11	Ppil4	ENSG00000131013	PPIL4
ENSMUSG00000078346	ENSMUSG00000078346.4	H2al1n	ENSG00000229674	H2AL1RP
ENSMUSG00000096014	ENSMUSG00000096014.2	Sox1	ENSG00000182968	SOX1
ENSMUSG00000024922	ENSMUSG00000024922.3	Ovol1	ENSG00000172818	OVOL1
ENSMUSG00000015189	ENSMUSG00000015189.13	Casd1	ENSG00000127995	CASD1
ENSMUSG00000028232	ENSMUSG00000028232.14	Tmem68	ENSG00000167904	TMEM68
ENSMUSG00000062327	ENSMUSG00000062327.11	T	ENSG00000164458	TBXT
ENSMUSG00000010435	ENSMUSG00000010435.8	Spaca7	ENSG00000153498	SPACA7
ENSMUSG00000049562	ENSMUSG00000049562.7	Ap5b1	ENSG00000254470	AP5B1
ENSMUSG00000025037	ENSMUSG00000025037.7	Maoa	ENSG00000189221	MAOA
ENSMUSG00000062352	ENSMUSG00000062352.16	Itgb1bp1	ENSG00000119185	ITGB1BP1
ENSMUSG00000024925	ENSMUSG00000024925.12	Rnaseh2c	ENSG00000172922	RNASEH2C
ENSMUSG00000039981	ENSMUSG00000039981.7	Zc3h12d	ENSG00000178199	ZC3H12D
ENSMUSG00000000759	ENSMUSG00000000759.15	Tubgcp3	ENSG00000126216	TUBGCP3
ENSMUSG00000023868	ENSMUSG00000023868.18	Pde10a	ENSG00000112541	PDE10A
ENSMUSG00000057455	ENSMUSG00000057455.13	Rit2	ENSG00000152214	RIT2
ENSMUSG00000022262	ENSMUSG00000022262.9	Dnah5	ENSG00000039139	DNAH5
ENSMUSG00000015755	ENSMUSG00000015755.17	Tab2	ENSG00000055208	TAB2
ENSMUSG00000028233	ENSMUSG00000028233.7	Tgs1	ENSG00000137574	TGS1
ENSMUSG00000024926	ENSMUSG00000024926.11	Kat5	ENSG00000172977	KAT5
ENSMUSG00000087912	ENSMUSG00000087912.3	Gm24916	ENSG00000238862	SNORD19B
ENSMUSG00000024261	ENSMUSG00000024261.7	Syt4	ENSG00000132872	SYT4
ENSMUSG00000040147	ENSMUSG00000040147.15	Maob	ENSG00000069535	MAOB
ENSMUSG00000054309	ENSMUSG00000054309.10	Cpsf3	ENSG00000119203	CPSF3
ENSMUSG00000004631	ENSMUSG00000004631.16	Sgce	ENSG00000127990	SGCE
ENSMUSG00000024259	ENSMUSG00000024259.10	Slc25a46	ENSG00000164209	SLC25A46
ENSMUSG00000047712	ENSMUSG00000047712.9	Ust	ENSG00000111962	UST
ENSMUSG00000042228	ENSMUSG00000042228.15	Lyn	ENSG00000254087	LYN
ENSMUSG00000024260	ENSMUSG00000024260.15	Sap130	ENSG00000136715	SAP130
ENSMUSG00000015305	ENSMUSG00000015305.7	Sash1	ENSG00000111961	SASH1
ENSMUSG00000040138	ENSMUSG00000040138.8	Ndp	ENSG00000124479	NDP
ENSMUSG00000025038	ENSMUSG00000025038.8	Efhc2	ENSG00000183690	EFHC2
ENSMUSG00000025899	ENSMUSG00000025899.15	Alkbh8	ENSG00000137760	ALKBH8
ENSMUSG00000065244	ENSMUSG00000065244.3	Gm22296	ENSG00000207266	RNU6-1241P
ENSMUSG00000025040	ENSMUSG00000025040.14	Fundc1	ENSG00000069509	FUNDC1
ENSMUSG00000060487	ENSMUSG00000060487.8	Samd5	ENSG00000203727	SAMD5
ENSMUSG00000062054	ENSMUSG00000062054.8	Iah1	ENSG00000134330	IAH1
ENSMUSG00000031441	ENSMUSG00000031441.16	Atp11a	ENSG00000068650	ATP11A
ENSMUSG00000019790	ENSMUSG00000019790.18	Stxbp5	ENSG00000164506	STXBP5
ENSMUSG00000092035	ENSMUSG00000092035.9	Peg10	ENSG00000242265	PEG10
ENSMUSG00000077737	ENSMUSG00000077737.3	Snord72	ENSG00000212296	SNORD72
ENSMUSG00000025043	ENSMUSG00000025043.4	Dusp21	ENSG00000189037	DUSP21
ENSMUSG00000041915	ENSMUSG00000041915.10	Ammecr1l	ENSG00000144233	AMMECR1L
ENSMUSG00000037369	ENSMUSG00000037369.18	Kdm6a	ENSG00000147050	KDM6A
ENSMUSG00000036006	ENSMUSG00000036006.21	Ripor2	ENSG00000111913	RIPOR2
ENSMUSG00000052593	ENSMUSG00000052593.17	Adam17	ENSG00000151694	ADAM17
ENSMUSG00000077277	ENSMUSG00000077277.3	Gm22783	ENSG00000201813	RNU6-915P
ENSMUSG00000078365	ENSMUSG00000078365.6	Mos	ENSG00000172680	MOS
ENSMUSG00000003282	ENSMUSG00000003282.10	Plag1	ENSG00000181690	PLAG1
ENSMUSG00000032827	ENSMUSG00000032827.16	Ppp1r9a	ENSG00000158528	PPP1R9A
ENSMUSG00000024258	ENSMUSG00000024258.5	Polr2d	ENSG00000144231	POLR2D
ENSMUSG00000042198	ENSMUSG00000042198.13	Chchd7	ENSG00000170791	CHCHD7
ENSMUSG00000024400	ENSMUSG00000024400.17	Wdr33	ENSG00000136709	WDR33
ENSMUSG00000024927	ENSMUSG00000024927.9	Rela	ENSG00000173039	RELA
ENSMUSG00000022240	ENSMUSG00000022240.11	Ctnnd2	ENSG00000169862	CTNND2
ENSMUSG00000025898	ENSMUSG00000025898.7	Cwf19l2	ENSG00000152404	CWF19L2
ENSMUSG00000022677	ENSMUSG00000022677.16	Cep20	ENSG00000133393	CEP20
ENSMUSG00000023873	ENSMUSG00000023873.14	1700010I14Rik	ENSG00000112539	C6orf118
ENSMUSG00000023088	ENSMUSG00000023088.18	Abcc1	ENSG00000103222	ABCC1
ENSMUSG00000002588	ENSMUSG00000002588.14	Pon1	ENSG00000005421	PON1
ENSMUSG00000031442	ENSMUSG00000031442.22	Mcf2l	ENSG00000126217	MCF2L
ENSMUSG00000028236	ENSMUSG00000028236.4	Sdr16c5	ENSG00000170786	SDR16C5
ENSMUSG00000044982	ENSMUSG00000044982.8	Sft2d3	ENSG00000173349	SFT2D3
ENSMUSG00000017688	ENSMUSG00000017688.15	Hnf4g	ENSG00000164749	HNF4G
ENSMUSG00000024395	ENSMUSG00000024395.10	Lims2	ENSG00000072163	LIMS2
ENSMUSG00000029759	ENSMUSG00000029759.10	Pon3	ENSG00000105852	PON3
ENSMUSG00000050994	ENSMUSG00000050994.21	Adgb	ENSG00000118492	ADGB
ENSMUSG00000045573	ENSMUSG00000045573.10	Penk	ENSG00000181195	PENK
ENSMUSG00000066324	ENSMUSG00000066324.3	Bpnt2	ENSG00000104331	BPNT2
ENSMUSG00000056917	ENSMUSG00000056917.14	Sipa1	ENSG00000213445	SIPA1
ENSMUSG00000041624	ENSMUSG00000041624.11	Gucy1a2	ENSG00000152402	GUCY1A2
ENSMUSG00000032667	ENSMUSG00000032667.18	Pon2	ENSG00000105854	PON2
ENSMUSG00000062078	ENSMUSG00000062078.16	Qk	ENSG00000112531	QKI
ENSMUSG00000052229	ENSMUSG00000052229.6	Gpr17	ENSG00000144230	GPR17
ENSMUSG00000024388	ENSMUSG00000024388.12	Myo7b	ENSG00000169994	MYO7B
ENSMUSG00000037358	ENSMUSG00000037358.7	Dipk2b	ENSG00000147113	DIPK2B
ENSMUSG00000065255	ENSMUSG00000065255.3	Gm23974	ENSG00000201457	SNORA55
ENSMUSG00000049119	ENSMUSG00000049119.15	Fam110b	ENSG00000169122	FAM110B
ENSMUSG00000025894	ENSMUSG00000025894.12	Aasdhppt	ENSG00000149313	AASDHPPT
ENSMUSG00000042607	ENSMUSG00000042607.16	Asb4	ENSG00000005981	ASB4
ENSMUSG00000089102	ENSMUSG00000089102.3	Gm23113	ENSG00000212564	RNU6-1326P
ENSMUSG00000065422	ENSMUSG00000065422.3	Mir221	ENSG00000207870	MIR221
ENSMUSG00000065471	ENSMUSG00000065471.3	Mir222	ENSG00000207725	MIR222
ENSMUSG00000019577	ENSMUSG00000019577.7	Pdk4	ENSG00000004799	PDK4
ENSMUSG00000085861	ENSMUSG00000085861.2	Armh2	ENSG00000260286	ARMH2
ENSMUSG00000025255	ENSMUSG00000025255.19	Zfhx4	ENSG00000091656	ZFHX4
ENSMUSG00000088337	ENSMUSG00000088337.3	Gm22845	ENSG00000252558	RNU6-914P
ENSMUSG00000006715	ENSMUSG00000006715.12	Gmnn	ENSG00000112312	GMNN
ENSMUSG00000028243	ENSMUSG00000028243.6	Ubxn2b	ENSG00000215114	UBXN2B
ENSMUSG00000022237	ENSMUSG00000022237.18	Ankrd33b	ENSG00000164236	ANKRD33B
ENSMUSG00000037347	ENSMUSG00000037347.8	Chst7	ENSG00000147119	CHST7
ENSMUSG00000037341	ENSMUSG00000037341.15	Slc9a7	ENSG00000065923	SLC9A7
ENSMUSG00000025893	ENSMUSG00000025893.9	Kbtbd3	ENSG00000182359	KBTBD3
ENSMUSG00000037196	ENSMUSG00000037196.7	Pacrg	ENSG00000112530	PACRG
ENSMUSG00000029757	ENSMUSG00000029757.17	Dync1i1	ENSG00000158560	DYNC1I1
ENSMUSG00000040374	ENSMUSG00000040374.14	Pex2	ENSG00000164751	PEX2
ENSMUSG00000028240	ENSMUSG00000028240.3	Cyp7a1	ENSG00000167910	CYP7A1
ENSMUSG00000041124	ENSMUSG00000041124.12	Msantd4	ENSG00000170903	MSANTD4
ENSMUSG00000019828	ENSMUSG00000019828.14	Grm1	ENSG00000152822	GRM1
ENSMUSG00000019132	ENSMUSG00000019132.12	BC005537	ENSG00000112308	C6orf62
ENSMUSG00000022236	ENSMUSG00000022236.11	Ropn1l	ENSG00000145491	ROPN1L
